Issuer,ISIN,currency,Moody__Rating,country,annc_date,amt,yield_issue,coupon,ROA,at,moody_21,leverage,investment_grade,sic_str,industry_sector,ROA_impute,at_impute,leverage_impute,ROA_missing,at_missing,leverage_missing,issue_dt1,mat_dt1,issue_year,duration,amt_log,at_log,greenid,country_AS,country_AU,country_AZ,country_BA,country_BE,country_BH,country_BL,country_BR,country_BS,country_BU,country_BV,country_CA,country_CB,country_CC,country_CE,country_CH,country_CI,country_CO,country_CY,country_DN,country_EA,country_EC,country_FN,country_FR,country_GA,country_GE,country_GG,country_GR,country_HK,country_HU,country_IC,country_ID,country_IM,country_IN,country_IR,country_IS,country_IT,country_JE,country_JO,country_JP,country_KU,country_KZ,country_LE,country_LI,country_LS,country_LV,country_LX,country_LY,country_MA,country_MI,country_MO,country_MT,country_MV,country_MX,country_NI,country_NO,country_NT,country_NZ,country_OM,country_PA,country_PE,country_PH,country_PL,country_PO,country_PR,country_QA,country_RU,country_SA,country_SD,country_SG,country_SK,country_SL,country_SP,country_SV,country_SW,country_SZ,country_TG,country_TH,country_TK,country_TW,country_UA,country_UE,country_UK,country_UR,country_US,country_VT,country_WG,industry_sector_Educational Services,"industry_sector_Engineering, Management, Research","industry_sector_Finance, Insurance, Real Estate",industry_sector_Investment & Holding Companies,industry_sector_Legal Services,industry_sector_Manufacturing,industry_sector_Other,industry_sector_Public Administration,industry_sector_Real Estate,industry_sector_Retail Trade,industry_sector_Services,industry_sector_Transportation & Utilities,industry_sector_Wholesale Trade,propensity_score
ING Groep NV,US456837AU72,US,Baa1,NT,2020-06-24,1000.0,1.412,1.4,0.34,,14.0,23.33571457570839,1,6000.0,"Finance, Insurance, Real Estate",0.34,1000244.3,23.33571457570839,0,1,0,2020-07-01,2026-07-01,2020,6.002739726027397,6.907755278982137,13.815754828127888,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.10219550551388434
ING Groep NV,US45685NAA46,US,Baa1,NT,2018-11-08,1250.0,4.668,4.625,0.52,,14.0,18.71810681834838,1,6000.0,"Finance, Insurance, Real Estate",0.52,1000244.3,18.71810681834838,0,1,0,2018-11-15,2026-01-06,2018,7.147945205479452,7.1308988302963465,13.815754828127888,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.043550228548429645
Johnson Controls International,US47837RAA86,US,Baa2,IR,2020-09-08,625.0,1.784,1.75,1.53,41890.0,13.0,18.942293715780803,1,3822.0,Manufacturing,1.53,41890.0,18.942293715780803,0,0,0,2020-09-11,2030-09-15,2020,10.016438356164384,6.437751649736401,10.64280241394108,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.08261900245315323
Kimco Realty Corp,US49446RAW97,US,Baa1,US,2020-07-07,500.0,2.752,2.7,,18459.2,14.0,46.344290657439444,1,6798.0,Investment & Holding Companies,3.16,18459.2,46.344290657439444,1,0,0,2020-07-13,2030-10-01,2020,10.224657534246575,6.214608098422191,9.823318170173025,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.05584028678360826
LG Chem Ltd,US501955AA67,US,A3,SK,2019-04-08,500.0,3.279,3.25,2.32,1242393.75,15.0,27.12392109646515,1,2869.0,Manufacturing,2.32,1242393.75,27.12392109646515,0,0,0,2019-04-15,2024-10-15,2019,5.506849315068493,6.214608098422191,14.032550520217999,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.043697543147707574
LG Chem Ltd,US501955AB41,US,A3,SK,2019-04-08,500.0,3.695,3.625,2.32,1242393.75,15.0,27.12392109646515,1,2869.0,Manufacturing,2.32,1242393.75,27.12392109646515,0,0,0,2019-04-15,2029-04-15,2019,10.008219178082191,6.214608098422191,14.032550520217999,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.036872916407740305
Lucid Group Inc,US549498AA11,US,NR,US,2021-12-09,1750.0,1.25,1.25,,7881.7,,32.77951524628616,0,3711.0,Manufacturing,5.25,7881.7,32.77951524628616,1,0,0,2021-12-14,2026-12-15,2021,5.005479452054795,7.4673710669175595,8.97229889562486,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.011507071883428076
Micron Technology Inc,US595112BS19,US,Baa3,US,2021-10-18,1000.0,2.703,2.703,12.68,58067.0,12.0,12.092927135894742,1,3674.0,Manufacturing,12.68,58067.0,12.092927135894742,0,0,0,2021-11-01,2032-04-15,2021,10.46027397260274,6.907755278982137,10.969352795244081,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.005763820145500814
Mitsubishi UFJ Finl Grp Inc,US606822AH76,US,A1,JP,2016-09-06,500.0,2.527,2.527,0.29,8774820.125,17.0,22.291650614268313,1,6000.0,"Finance, Insurance, Real Estate",0.29,8774820.125,22.291650614268313,0,0,0,2016-09-13,2023-09-13,2016,7.002739726027397,6.214608098422191,15.987396828530606,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.015623695721417325
Morgan Stanley,US6174468B80,US,A3,US,2015-06-03,500.0,2.223,2.2,0.52,1188140.0,15.0,32.95517181904694,1,6211.0,"Finance, Insurance, Real Estate",0.52,1188140.0,32.95517181904694,0,0,0,2015-06-08,2018-12-07,2015,3.5013698630136987,6.214608098422191,13.987899617079382,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.012401703788559
Norfolk Southern Corp,US655844CK21,US,Baa1,US,2021-05-03,500.0,2.317,2.3,,38493.0,14.0,,1,4011.0,Transportation & Utilities,2.94,38493.0,46.736893510289406,1,0,1,2021-05-12,2031-05-15,2021,10.013698630136986,6.214608098422191,10.558231685563127,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.021087764454538385
Eversource Energy,US67021CAN74,US,A2,US,2019-05-14,400.0,3.276,3.25,2.22,48492.1,16.0,38.9409619681056,1,4911.0,Transportation & Utilities,2.22,48492.1,38.9409619681056,0,0,0,2019-05-17,2029-05-15,2019,10.002739726027396,5.991464547107982,10.789156177060173,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.018332568505038577
Eversource Energy,US67021CAP23,US,A1,US,2020-03-24,400.0,4.017,3.95,2.27,48492.1,17.0,38.06594218933515,1,4911.0,Transportation & Utilities,2.27,48492.1,38.06594218933515,0,0,0,2020-03-26,2030-04-01,2020,10.021917808219179,5.991464547107982,10.789156177060173,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.015124137314108865
Eversource Energy,US67021CAQ06,US,A1,US,2021-05-24,300.0,3.147,3.1,2.69,48492.1,17.0,41.214621373999854,1,4911.0,Transportation & Utilities,2.69,48492.1,41.214621373999854,0,0,0,2021-05-27,2051-06-01,2021,30.03287671232877,5.703782474656201,10.789156177060173,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.013535703328869754
